22:29:28 INFO database.client - Supabase client initialised (service key)
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/price_history?select=date%2Copen%2Chigh%2Clow%2Cclose%2Cvolume&symbol=eq.DRREDDY&order=date.desc&limit=5 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?select=%2A&symbol=eq.DRREDDY&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: PATCH https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?symbol=eq.DRREDDY&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/options_snapshots?select=%2A&symbol=eq.DRREDDY&snapshot_date=eq.2026-05-27&order=expiry_date.asc%2Cstrike.asc "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?select=%2A&symbol=eq.DRREDDY&order=date.desc&limit=2 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: POST https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?on_conflict=symbol%2Cdate "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/price_history?select=date%2Copen%2Chigh%2Clow%2Cclose%2Cvolume&symbol=eq.EICHERMOT&order=date.desc&limit=5 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?select=%2A&symbol=eq.EICHERMOT&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: PATCH https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?symbol=eq.EICHERMOT&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/options_snapshots?select=%2A&symbol=eq.EICHERMOT&snapshot_date=eq.2026-05-27&order=expiry_date.asc%2Cstrike.asc "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?select=%2A&symbol=eq.EICHERMOT&order=date.desc&limit=2 "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: POST https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?on_conflict=symbol%2Cdate "HTTP/2 200 OK"
22:29:33 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/price_history?select=date%2Copen%2Chigh%2Clow%2Cclose%2Cvolume&symbol=eq.ETERNAL&order=date.desc&limit=5 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?select=%2A&symbol=eq.ETERNAL&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: PATCH https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?symbol=eq.ETERNAL&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/options_snapshots?select=%2A&symbol=eq.ETERNAL&snapshot_date=eq.2026-05-27&order=expiry_date.asc%2Cstrike.asc "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?select=%2A&symbol=eq.ETERNAL&order=date.desc&limit=2 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: POST https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?on_conflict=symbol%2Cdate "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/price_history?select=date%2Copen%2Chigh%2Clow%2Cclose%2Cvolume&symbol=eq.GRASIM&order=date.desc&limit=5 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?select=%2A&symbol=eq.GRASIM&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: PATCH https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?symbol=eq.GRASIM&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/options_snapshots?select=%2A&symbol=eq.GRASIM&snapshot_date=eq.2026-05-27&order=expiry_date.asc%2Cstrike.asc "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?select=%2A&symbol=eq.GRASIM&order=date.desc&limit=2 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: POST https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/continuous_oi_series?on_conflict=symbol%2Cdate "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/price_history?select=date%2Copen%2Chigh%2Clow%2Cclose%2Cvolume&symbol=eq.HCLTECH&order=date.desc&limit=5 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: GET https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?select=%2A&symbol=eq.HCLTECH&date=eq.2026-05-27 "HTTP/2 200 OK"
22:29:34 INFO httpx - HTTP Request: PATCH https://ytlsqyzwoivtmvznojzb.supabase.co/rest/v1/futures_continuous_series?symbol=eq.HCLTECH&date=eq.2026-05-27 "HTTP/2 200 OK"
